"id","language","text","text_normalized","caesar","vigenere","sp_network","char_count"
"956","es","La grandeza de alma es independiente de la grandeza de sangre","La grandeza de alma es independiente de la grandeza de sangre","Od judqghcd gh dopd hv lqghshqglhqwh gh od judqghcd gh vdqjuh","Op xldcuycp uy dadu hh zhgtgyqszyqiv xh ar aupexhor xh hrhjgv","th mYrcfach em aaff qq pqjcddcsvxjrx ie eh quralryq qu qqudzi","61"
"957","es","No hay cosa más dañina que un amigo que se convierte en enemigo","No hay cosa mas danina que un amigo que se convierte en enemigo","Qr kdb frvd pdv gdqlqd txh xq dpljr txh vh frqylhuwh hq hqhpljr","Qd yub rfmd brm gpecqp hoh je upxxi tjv mh rfhyxvlwt vh hcvglvf","af uXc okgo khf umdlyh zxq aq lvrzh rop iq urqgtciqp mb idqiitg","63"
"958","es","El que no sabe guardar un secreto no merece que se lo cuenten","El que no sabe guardar un secreto no merece que se lo cuenten","Ho txh qr vdeh jxdugdu xq vhfuhwr qr phuhfh txh vh or fxhqwhq","Ha hoh cf mdqv axpixdg lh vttlhif hr bvlhrv kxt jy od tohckyq","ye mQq oq gexh firrvqd pf ttipqvk qg tuinup qic rz yf mypcqnx","61"
"959","es","La madre es el primer país que el ser humano habita en su vida","La madre es el primer pais que el ser humano habita en su vida","Od pdguh hv ho sulphu sdlv txh ho vhu kxpdqr kdelwd hq vx ylgd","Op duggv yv tc juxdyu ercv fly ha jyu wlgdcf bdqznd te mx kzxd","ah dYfcd iz pr imcafm lgau cit ce bqz datkmx fgwfjo pn fl rrjf","62"
"960","es","No hay mejor maestro en este mundo que el fracaso bien asumido","No hay mejor maestro en este mundo que el fracaso bien asumido","Qr kdb phmru pdhvwur hq hvwh pxqgr txh ho iudfdvr elhq dvxplgr","Qd yub bvdrg duhhklr te yviv gxcui tjv yo uiufpji exvh dhlglsf","af kXc fkiad quftqnc pv uldi ivmzr acp ia ahyvvgz qrql idftstg","62"
"961","es","El que calla otorga, dice el refrán que todos conocemos bien","El que calla otorga, dice el refran que todos conocemos bien","Ho txh fdood rwrujd, glfh ho uhiudq txh wrgrv frqrfhprv elhq","Ha hoh rrfop fnrgxu, gxty ha iyigrh tjv nrsfm fdeiftdiv qzyq","ye uQq gquwh dygaur, cred pc qvqdzv uwp iosfu gvglvpxgf cijx","60"
"962","es","La virtud más difícil de practicar es la paciencia con los demás","La virtud mas dificil de practicar es la paciencia con los demas","Od yluwxg pdv glilflo gh sudfwlfdu hv od sdflhqfld frq orv ghpdv","Op mcuilx ppj xluzwla uy sgrwwxtuu tj fd erwltewlp tiq afm gtduv","mh vYorat rha hzbtjce dt absuarpbp ga zb lpfubtlvh etp oxg apdfi","64"
"963","es","Quien no aprende de la historia está destinado a repetir sus errores","Quien no aprende de la historia esta destinado a repetir sus errores","Txlhq qr dsuhqgh gh od klvwruld hvwd ghvwlqdgr d uhshwlu vxv huuruhv","Tjzyq cf usgvhgt uy op ycvifllp vmwp uyvizhdsf u utgywxi mxh vludiyv","czmPj ax gqdpsic da mh vyctigoh htic baqvsijaf g cpradob vtq fricavi","68"
"964","es","El verdadero conocimiento es saber cuánto te falta por aprender","El verdadero conocimiento es saber cuanto te falta por aprender","Ho yhugdghur frqrflplhqwr hv vdehu fxdqwr wh idowd sru dsuhqghu","Ha myusrxhgf wrcfwlbzyqif yv hrvhg todcki wt wuoir jrg rjutexhg","ce sQoraubdm qgbugckvtjcx gi qdiuy qpvmpf na bbzvd yuz uurpdalq","63"
"965","es","La luz al final del túnel es siempre más brillante de lo esperado","La luz al final del tunel es siempre mas brillante de lo esperado","Od oxc do ilqdo gho wxqho hv vlhpsuh pdv euloodqwh gh or hvshudgr","Op coc pc zlcrf gtc nxcvf hh jchbglh brm egzfopenh sv fr tjjhgrxr","yh hYm jm mgmpt uwd mgmqr im qztkkqd oqu gdhljwylg sp qi zuzrdquu","65"
"966","es","No hay mayor tesoro en la vida que un buen amigo de verdad","No hay mayor tesoro en la vida que un buen amigo de verdad","Qr kdb pdbru whvrur hq od ylgd txh xq exhq dpljr gh yhugdg","Qd yub brsrg kyvdii hc cu yxuu tjv oq qlyq pdcjd uy ytixds","af kXc skucd funviv am rq maca yzx pi cxtm hfxfc za rpscvf","58"
"967","es","El que no arriesga no gana y el que no gana no avanza ni crece","El que no arriesga no gana y el que no gana no avanza ni crece","Ho txh qr duulhvjd qr jdqd b ho txh qr jdqd qr dydqcd ql fuhfh","Ha hoh cf uugzyvvr hr vrhd n vf tjv hr vrhd cf uypetd cz wutty","ye mQq aq gcdiajqi uq iwuu g fi qzi pi quua mh fgpclb mp fjcap","62"
"968","es","La vida nos enseña lo que la escuela nunca pudo ni quiso hacer","La vida nos ensena lo que la escuela nunca pudo ni quiso hacer","Od ylgd qrv hqvhqd or txh od hvfxhod qxqfd sxgr ql txlvr kdfhu","Op mcgp eiv temhcr fr fly op vmfjvfd clhfp gogd ec tjzmr wrwhg","mh hYov dlo pmilgq uc ghu to yigzmgi qftyh fgdm dl ozbpj buudq","62"
"969","es","Quien da sin esperar recompensa recibirá más de lo que imaginó","Quien da sin esperar recompensa recibira mas de lo que imagino","Txlhq gd vlq hvshudu uhfrpshqvd uhflelud pdv gh or txh lpdjlqr","Tjzyq sr mlc vmstiuu gvwrbgyqhr lhrzvlgr gdh uy od hoh xdujxei","czsPj ox uom ptiasvb dkaicudtqu xuiqjddq tuc fa yf ryq aqfvrzl","62"
"970","es","El silencio es la mejor respuesta que puedes dar a la estupidez","El silencio es la mejor respuesta que puedes dar a la estupidez","Ho vlohqflr hv od phmru uhvsxhvwd txh sxhghv gdu d od hvwxslghc","Ha jcotewld vm op dymdi lhhgohhku tjv jxtuyv srl d ar yviljlsvt","me pQzbylof ht ic yftfq ovyqdaqzq nzp icpsra tiu c ev fuzitpsti","63"
"971","es","La confianza se tarda años en construir y segundos en destruir","La confianza se tarda anos en construir y segundos en destruir","Od frqildqcd vh wdugd dqrv hq frqvwuxlu b vhjxqgrv hq ghvwuxlu","Op tiquzuqor mh irlgp rhrh vh fdemwglcu n jyjjexrh vh gtjnujzl","vh aYpaxjoyv xu tquqh qduq ui ofdglmbtc w zazrzlqq pu iwdztzaj","62"
"972","es","No hay camino que no tenga su propia recompensa al final del día","No hay camino que no tenga su propia recompensa al final del dia","Qr kdb fdplqr txh qr whqjd vx sursld uhfrpshqvd do ilqdo gho gld","Qd yub rrglcf kxt ei wtead hl judgcd gvwrbgyqhr uo uzhda uyo szu","af uXc dkunmp tgv rl epqbl zf tmfdad bfickqudax uq aeyjc faa syj","64"
"973","es","El que vive con miedo muere muchas veces antes de su hora final","El que vive con miedo muere muchas veces antes de su hora final","Ho txh ylyh frq plhgr pxhuh pxfkdv yhfhv dqwhv gh vx krud ilqdo","Ha hoh kzph rfh pxvxr blyut dofwrm yttyv penhh uy vj yiup wcqpc","ye nQq hqjq urq grhic kputy afobpg uccpw hqilc qa vz hicm abhxm","63"
"974","es","La sabiduría comienza cuando reconocemos lo que no sabemos aún","La sabiduria comienza cuando reconocemos lo que no sabemos aun","Od vdelgxuld frplhqcd fxdqgr uhfrqrfhprv or txh qr vdehprv dxq","Op juexuouxr wrbzyqor wxpexr gvwrcfwhbfm od hoh cf mdqvgrh roq","ah rYzylabrk aucujbyh xurrlb dmuibugokfq gy yqo mx qgdfiyq uux","62"
"975","es","Quien ayuda a otro sin pedir nada a cambio es verdaderamente libre","Quien ayuda a otro sin pedir nada a cambio es verdaderamente libre","Txlhq dbxgd d rwur vlq shglu qdgd d fdpelr hv yhugdghudphqwh oleuh","Tjzyq ppogp r iwgf mlc gygxi hdsr u fpdvld vm ytixdsvldbvhwt ccegv","czhPj yxhvh d duob gcm rtdqd vash f uigfof pt ircvtskfiqfimp dbmli","66"
"976","es","El libro es el espejo en el que el alma se mira a sí misma","El libro es el espejo en el que el alma se mira a si misma","Ho oleur hv ho hvshmr hq ho txh ho dopd vh plud d vl plvpd","Ha ccegf yv tc yvevdr te yo fly ha rfpp jy pxiu d hz glhdu","me dQmcl gc pl imfiic pg ul cyt ge hquc hz arqh v df jaqtf","58"
"977","es","La persistencia vence lo que la inteligencia sola no puede lograr","La persistencia vence lo que la inteligencia sola no puede lograr","Od shuvlvwhqfld yhqfh or txh od lqwholjhqfld vrod qr sxhgh orjudu","Op gyuhzmwtewlp myqrv fr fly op zhwtccjtewlp jiop ei sjvxh afaupi","ch qYdoajbphblc togug xi cut qh pyjmbmbphzlv tzvh zy lrsie ehqgav","65"
"978","en","The secret of change is to focus all energy not on the old","The secret of change is to focus all energy not on the old","Wkh vhfuhw ri fkdqjh lv wr irfxv doo hqhujb qrw rq wkh rog","Wwv mhriyw dw wkpeah xj nr ufwxh rfo teyuvp hri fh wwv ios","obu Bicqvb fh bbenlw ra qz buggq pru cylqiv ahq ug vbs biy","58"
"979","en","An investment in knowledge pays the best interest of all things","An investment in knowledge pays the best interest of all things","Dq lqyhvwphqw lq nqrzohgjh sdbv wkh ehvw lqwhuhvw ri doo wklqjv","Dc zhytjnpten lc bhrlcygvv jdnj nkt syvi zhwtiyvi fz dac nkxeav","qm pFjwczwpmh lq tkctiumzd iwwp fzc nsqv pijcbvjv ei gwf mernli","63"
"980","en","Tell me and I forget; teach me and I may remember; involve me","Tell me and I forget; teach me and I may remember; involve me","Whoo ph dqg L irujhw; whdfk ph dqg L pdb uhphpehu; lqyroyh ph","Wtcf pt rhg X wiuvvn; wtrwk bv uqs Z gdn iyptdvhg; zhydcph bv","gppB mq huv R idbwai; bpkbu an ids w xJc fvipdhfq; qjhfkcm qi","61"
"981","en","In the middle of every difficulty lies opportunity for the brave","In the middle of every difficulty lies opportunity for the brave","Lq wkh plggoh ri hyhub gliilfxowb olhv rssruwxqlwb iru wkh eudyh","Lc kbh bzxgav ii tmyun uciuzwxaks oxvm regiuilhlip zrg kbh qiuyt","km kTn rqjvep di cvomw aaabvjserr noyi vlvudqatjvd thk una xpqvc","64"
"982","en","A journey of a thousand miles begins with a single step forward","A journey of a thousand miles begins with a single step forward","D mrxuqhb ri d wkrxvdqg plohv ehjlqv zlwk d vlqjoh vwhs iruzdug","D yfoucvs ru r nkdlmdcu glavm etxcqh ncww r mlcxfh hkys uflzpix","y cmFgsai wa f uuontdme faoti mpqlrm xwob m bugtrc qaqn tsgrhjv","63"
"983","en","The only limit to our realization of tomorrow is our doubts today","The only limit to our realization of tomorrow is our doubts today","Wkh rqob olplw wr rxu uhdolcdwlrq ri wrpruurz lv rxu grxewv wrgdb","Wwv iqap flbzn wd fou gvuoxquwxfh ru kipdilrl zm rji xrjsnv ifxdn","vbe Bigx hwkft jy bga draiayxqrab gv untfthvo uj rzz uvwusr vwigf","65"
"984","en","You have brains in your head and feet in your shoes, so go","You have brains in your head and feet in your shoes, so go","Brx kdyh eudlqv lq brxu khdg dqg ihhw lq brxu vkrhv, vr jr","Bdl bdkv vupzhv xe srji bhpu uqs wyhi zh bdll vwfyv, hf ar","kfn Ktif iqhraj si lkzh uvaq acs vxbq qj tfbk tcige, qi gu","58"
"985","en","It is never too late to be what you might have been in life","It is never too late to be what you might have been in life","Lw lv qhyhu wrr odwh wr eh zkdw brx pljkw kdyh ehhq lq olih","Li zm qtmyu ifi opky wd sy zwrn bdl glvyn kpmy etvh lc ccit","ov pT jcxov vha gcyn cf bb swju dfi ktwtc chpn oqli mm ptmv","59"
"986","en","The secret of joy in work is contained in one word: excellence","The secret of joy in work is contained in one word: excellence","Wkh vhfuhw ri mrb lq zrun lv frqwdlqhg lq rqh zrug: hafhoohqfh","Wwv mhriyw dw drn zh zdie lh tiqircqtu cq dey zdix: hmtyoavhft","obu Bicqvf fw bbq uj lfqj vv tpmvpxumx ac ffx lrjv: coeqpqyipg","62"
"987","en","Do not wait to strike till the iron is hot but make it hot","Do not wait to strike till the iron is hot but make it hot","Gr qrw zdlw wr vwulnh wloo wkh lurq lv krw exw pdnh lw krw","Gd eiw lrcw if mwgzeh izfo iyy lgfh lh yiw qln ppby li yiw","vf tDl mbuo vd bglbjg vvqj cyc qdqt gv tcw xhb tchk vv tcb","58"
"988","en","The only person you are destined to become is the one you decide","The only person you are destined to become is the one you decide","Wkh rqob shuvrq brx duh ghvwlqhg wr ehfrph lv wkh rqh brx ghflgh","Wwv iqap jhgjiq nfo dgv xhhkcqtu nr qvwrbv cv iyy rcv srj uyfxuy","vbe Bizx hvdwqz yxg rdq fimqnwpx xa buimkv ui cic smz uic uacrga","64"
"989","en","What lies behind us and before us are small matters indeed","What lies behind us and before us are small matters indeed","Zkdw olhv ehklqg xv dqg ehiruh xv duh vpdoo pdwwhuv lqghhg","Zwrn oxvm etycqs lm dcu vhuflh jj uut jgdac gdikyuh zhgtvx","wbrJ uoyi mpslco xt ima fatqga zp qzd azdev fmcfnqq pajrdi","58"
"990","en","Go confidently in the direction of your dreams and live the life","Go confidently in the direction of your dreams and live the life","Jr frqilghqwob lq wkh gluhfwlrq ri brxu guhdpv dqg olyh wkh olih","Jd tiquzxhckfb xe nkt ucuttnlde ii nfou siydbj uqs ccyt kbh azzh","vf aZprxjgmrqn wk lmp pnawapvfw tl yvgc skavaf zms pxmk cnj eqjq","64"
"991","en","You do not find the happy life, you make it with your own hands","You do not find the happy life, you make it with your own hands","Brx gr qrw ilqg wkh kdssb olih, brx pdnh lw zlwk brxu rzq kdqgv","Bdl xr cfn ixex wwv bdegs oxwy, bdl gdzv cw lznk nfou dnh kpexv","rfm Kt wug rrbv lkb islrf dcyb, dfj ktmf iw twbj yngq fha wrnli","63"
"992","en","The good life is one inspired by love and guided by knowledge","The good life is one inspired by love and guided by knowledge","Wkh jrrg olih lv rqh lqvsluhg eb oryh dqg jxlghg eb nqrzohgjh","Wwv ardu fluv cv dey lcjjlgvx en ciyt rhg vlcgtu vb zeizavxjt","ebf Bigu amaf ti cil zmdtzrti vw plmq cum ipdtid av jeklrjipz","61"
"993","en","It is not the mountain we conquer but ourselves in the end","It is not the mountain we conquer but ourselves in the end","Lw lv qrw wkh prxqwdlq zh frqtxhu exw rxuvhoyhv lq wkh hqg","Li zm qdk nkt dixckulc ny fdekxti vxi fouhvfytj cq iyy hcu","ov fT jwx nvp mnfarncm ft wnglipv rvy rggqpaimc zc vmx cqa","58"
"994","en","Success is not final, failure is not fatal; courage is what counts","Success is not final, failure is not fatal; courage is what counts","Vxffhvv lv qrw ilqdo, idloxuh lv qrw idwdo; frxudjh lv zkdw frxqwv","Vjtwhhj cv cfn ixeuo, urcojiy lh eiw urnda; tixgrah xj qkpk wrjenv","bzqIpmq zw mri gavlm, azyucyv vq atl wbuve; dfperux rh qzbn nwzuli","66"
"995","en","The world belongs to the energetic and those who never give up","The world belongs to the energetic and those who never give up","Wkh zruog ehorqjv wr wkh hqhujhwlf dqg wkrvh zkr qhyhu jlyh xs","Wwv qrgcx etciqvj nr iyy hcvljtkcf pex wwfmh lyi qtmyu vzph jg","xbd Birum vpilmwx zc vmu ctqimphzn rgl obtbg vqc cpixo hajz qd","62"
"996","en","Act as if what you do makes a difference, because it actually does","Act as if what you do makes a difference, because it actually does","Dfw dv li zkdw brx gr pdnhv d gliihuhqfh, ehfdxvh lw dfwxdoob grhv","Drk uv xw qkpk srj ui ppbyv p uciuvlhcty, ettuxhv cw ptnxpcfb sfyv","aur Fn xi bshz nnv ua chhhk m iatamvicqp, apqlpmr iw hhbpgrmc skgi","66"
"997","en","In three words I can sum up everything I know about life: it goes on","In three words I can sum up everything I know about life: it goes on","Lq wkuhh zrugv L fdq vxp xs hyhubwklqj L nqrz derxw olih: lw jrhv rq","Lc kbutv qrgum L rrh vjd os tmyunkblcx C ncfq dqfow azzh: xk artj iq","km pTnxa ioduu a qTu yzp if csokwmanMt r xmxw gyfgj erbj: eq nvpu zx","68"
"998","en","Keep your face always toward the sunshine and shadows will fall","Keep your face always toward the sunshine and shadows will fall","Nhhs brxu idfh dozdbv wrzdug wkh vxqvklqh dqg vkdgrzv zloo idoo","Ntvj bdll ipty danubh kizpix wwv mxcjblcv uqs jbdsfqv lzfo urfo","zpfW itkt chev pafwvq hknrjv obm bikrzams tik xzxstfg gijg ayuy","63"
"999","en","With the new day comes new strength and new thoughts for living","With the new day comes new strength and new thoughts for living","Zlwk wkh qhz gdb frphv qhz vwuhqjwk dqg qhz wkrxjkwv iru olylqj","Zxkb wwv hhl uub rfghh eyz hklhcxnk pex qtn nkdlakij zrg ccyxea","krbJ nqb iat uqa dkgcq qql tjnwmhqr rnl wpf xwentjvd nzm umercl","63"
"1000","en","Do what you can with all you have wherever you happen to be","Do what you can with all you have wherever you happen to be","Gr zkdw brx fdq zlwk doo brx kdyh zkhuhyhu brx kdsshq wr eh","Gd nbdi pix rrh zxkb dac srj yuyt nbhgvphg pix wrjste nr qv","kf vDwv fhq urr ukjn sez fma uckp dcwhqivd bqh zruwpx sl ui","59"
"1001","fr","La vie n'est qu'une ombre qui passe et un songe fugitif","La vie n'est qu'une ombre qui passe et un songe fugitif","Od ylh q'hvw tx'xqh rpeuh txl sdvvh hw xq vrqjh ixjlwli","Op mch c'vmw fl'oqt fgegv kxx guvhv yw je mrcxy ijxcwxw","mh mYo o'qiy gp'btd xgndr lia rdcqz ii ob lcmzu rmvrrbb","55"
"1002","fr","On ne fait pas d'omelette sans casser des œufs, dit-on","On ne fait pas d'omelette sans casser des oeufs, dit-on","Rq qh idlw sdv g'rphohwwh vdqv fdvvhu ghv rhxiv, glw-rq","Rc ey ipzn spj x'rbvfhiky vpem fpjmhg uyv dvoih, ucw-de","cm hU lwvj rhk s'zguicvhq noil ohdgzc qay fqiim, vaf-bl","54"
"1003","fr","Mieux vaut prévenir que guérir, dit le médecin prudent","Mieux vaut prevenir que guerir, dit le medecin prudent","Plhxa ydxw suhyhqlu txh jxhulu, glw oh phghflq suxghqw","Pxvoa krow eiyytecu fly jjvllg, ucw av ghsvwlc glxsvhw","yrnHi yeuc lpbvmclc gza ttzimd, eta db ibsmqit tdqsrib","54"
"1004","fr","À cœur vaillant rien d'impossible sous le soleil ardent","A coeur vaillant rien d'impossible sous le soleil ardent","D frhxu ydloodqw ulhq g'lpsrvvleoh vrxv oh vrohlo dughqw","D rfyxg mulacuqi ichc u'cpefmvxsfh hfov av mravco pixhck","c udFga roaevtmm xvmm l'qaohggrqis yqgo ee iimuir hmyvqn","55"
"1005","fr","L'avenir appartient à ceux qui se lèvent tôt le matin","L'avenir appartient a ceux qui se levent tot le matin","O'dyhqlu dssduwlhqw d fhxa txl vh ohyhqw wrw oh pdwlq","O'pmyqxi userlwxvhw p tyxm hol hv fhkvhw ifn ot duwxe","c'hrYoax vtlrsuqbic h obpy rqg qn tiqqiw vpb ga yfrbl","53"
"1006","fr","Les absents ont toujours tort dans les querelles humaines","Les absents ont toujours tort dans les querelles humaines","Ohv devhqwv rqw wrxmrxuv wruw gdqv ohv txhuhoohv kxpdlqhv","Otj uehvhwh fhw ifomdllv iflw srhv avm tjvlhacyv wlgdxeyv","apq Yzqliqq vbg ybgtfvot tigq sebu oii tzepicqmd britcfli","57"
"1007","fr","Après la pluie le beau temps revient toujours sur la terre","Apres la pluie le beau temps revient toujours sur la terre","Dsuhv od soxlh oh ehdx whpsv uhylhqw wrxmrxuv vxu od whuuh","Deiyv ar jojzy ot sydj kypej lhkzyqi kixyfouh jou ar nhgiy","cleFv zi uczpy jc yscz lfnth zcnvqjv xnycqrgy azw ed aucqv","58"
"1008","fr","Trop de précipitation nuit à la perfection de l'œuvre","Trop de precipitation nuit a la perfection de l'oeuvre","Wurs gh suhflslwdwlrq qxlw d od shuihfwlrq gh o'rhxyuh","Wgfj gt glhrzjlirnlde hxxk u op gyuuvwwxfh gt c'ihjmlh","zdpB gt ddzuvqjwtuqfr tlar n ch aydbaiqrpb gv d'mtzqoq","53"
"1009","fr","La nuit tous les chats sont gris et les différences s'effacent","La nuit tous les chats sont gris et les differences s'effacent","Od qxlw wrxv ohv fkdwv vrqw julv hw ohv gliihuhqfhv v'hiidfhqw","Op eoli kixh cyv ryuwh jiqi xllh vn otj xluwyutewhh j'yiurwhck","yh vYlv tncq urm aicvq vbzt xrwq pt iry zcaptbbalcq a'qzbvumqn","62"
"1010","fr","Il ne faut pas vendre la peau de l'ours avant de l'avoir","Il ne faut pas vendre la peau de l'ours avant de l'avoir","Lo qh idxw sdv yhqguh od shdx gh o'rxuv dydqw gh o'dyrlu","La ey ipln spj phculh ar jhpl xh a'fouh rpdck xh a'rprxi","ce hT lwvt hhm sztqaz eh qurq ty e'qqgh aurme fn h'quruv","56"
"1011","fr","Paris vaut bien une messe, dit-on depuis Henri Quatre","Paris vaut bien une messe, dit-on depuis Henri Quatre","Sdulv ydxw elhq xqh phvvh, glw-rq ghsxlv Khqul Txdwuh","Spicv krow qzyq jey ptjmh, szn-rc uysjzm Ktell Fluwgv","mhnSv yiuc xzbj cxl opshz, wqj-cm zuaosj tpGNl attdbi","53"
"1012","fr","Il n'est pire eau que l'eau qui dort sous une surface calme","Il n'est pire eau que l'eau qui dort sous une surface calme","Lo q'hvw sluh hdx txh o'hdx txl gruw vrxv xqh vxuidfh fdoph","La e'yvi gcut vux fly o'tro tjz xrgk mrjj oqt jouurwh rrfpt","ce v'Tlm idap gai crt y'pzy urp jodz unyu zyp axzbaug upquh","59"
"1013","fr","Chassez le naturel il revient au galop sans jamais partir","Chassez le naturel il revient au galop sans jamais partir","Fkdvvhc oh qdwxuho lo uhylhqw dx jdors vdqv mdpdlv sduwlu","Fwrmvtq fh crnxgvf la iyyxvhw pl adafj vpem mpdulh guuizl","obpGugi xw mdqugri ce rtvqcie he btzfg ohhi laofaq vtdtaj","57"
"1014","fr","L'habit ne fait pas le moine mais le représente aux yeux","L'habit ne fait pas le moine mais le represente aux yeux","O'kdelw qh idlw sdv oh prlqh pdlv oh uhsuhvhqwh dxa bhxa","O'wrvli ey ipzn spj fh bfcqt dulh cy utglhhvhwt roa nvoa","i'bvYuc tl whhv jgs zm kpqga xfcq pt mtadqqpqiy buy weie","56"
"1015","fr","Loin des yeux loin du cœur mais jamais loin du souvenir","Loin des yeux loin du coeur mais jamais loin du souvenir","Orlq ghv bhxa orlq gx frhxu pdlv mdpdlv orlq gx vrxyhqlu","Odzh gtj shjo frxe xx rfyxg dulh auppzm odzh gj jixkvhlg","qfpY jsd zgzr qyru lc udrga rfaq hteohj qfzy jv dzqndrit","55"
"1016","fr","Il vaut mieux avoir la paix que d'avoir raison tout le temps","Il vaut mieux avoir la paix que d'avoir raison tout le temps","Lo ydxw plhxa dyrlu od sdla txh g'dyrlu udlvrq wrxw oh whpsv","La muxi dchjo uydzl op gulm hoh s'rprxi ldxjiq ifow av nhbgm","ae vTom rfazf qytcj ah oydy tqh s'rqutu vvrvfz yxgw ek bioqd","60"
"1017","fr","La bonne conscience est le meilleur oreiller pour dormir","La bonne conscience est le meilleur oreiller pour dormir","Od erqqh frqvflhqfh hvw oh phloohxu ruhloohu srxu gruplu","Op siqcv wrcjwltewh tjn ot dylacyxg flhxcfhg gixg uiubzl","vh mYsbx ibmpuzbtlw ppq zc yfcedtmt rggrdqmv qdvd krataj","56"
"1018","fr","On reconnaît ses amis dans le malheur et non dans le bonheur","On reconnait ses amis dans le malheur et non dans le bonheur","Rq uhfrqqdlw vhv dplv gdqv oh pdokhxu hw qrq gdqv oh erqkhxu","Rc iyfdehdxk mhh rglh uuqh cy ppcbhji yw cfh gpem ot siqwvou","cm fUvqglorq fnd quaq qtac xm khzhmcq vq mhb godl vp bysyxia","60"
"1019","fr","L'excès en tout est un défaut que le sage doit éviter","L'exces en tout est un defaut que le sage doit eviter","O'hafhv hq wrxw hvw xq ghidxw txh oh vdjh grlw hylwhu","O'towhh vh wdln hhk oq svzdjk kxt cy vpxy gdzn hkznhg","b'pqYyq qi wfqb tyq nj szxinf ncp hr mcir wfnd jwqjdq","53"
"1020","fr","La fortune sourit aux braves et tourne le dos aux timides","La fortune sourit aux braves et tourne le dos aux timides","Od iruwxqh vrxulw dxa eudyhv hw wrxuqh oh grv dxa wlplghv","Op wiuilhh hfouxk uxm sldkvm hi kixgey ot uiv plr wxdcgtj","vh vYbqaty qrqgaa nto nrsofi vv dqncrl vp hya uit mrpbfdz","57"
"1021","fr","Le malheur des uns fait le bonheur des autres en ce monde","Le malheur des uns fait le bonheur des autres en ce monde","Oh pdokhxu ghv xqv idlw oh erqkhxu ghv dxwuhv hq fh prqgh","Ot duowvou svm xcj zdxk fh qfhktll gtj uxiiyv te wh bfhgt","ap bYfyyio sma ijr zgrx fn qqgtppn tad zcvprv bi lq kpqgd","57"
"1022","fr","Qui ne tente rien n'a rien et ne mérite rien d'autre","Qui ne tente rien n'a rien et ne merite rien d'autre","Txl qh whqwh ulhq q'd ulhq hw qh phulwh ulhq g'dxwuh","Tjz hh ivhwt ichc e'u uxvh hi ey pticwt ichc u'uxiiy","qzv Pj qqimp mbva q'l qrva ic ql mpphvm bvam v'qacrv","52"
"1023","fr","La parole est d'argent mais le silence est souvent d'or","La parole est d'argent mais le silence est souvent d'or","Od sduroh hvw g'dujhqw pdlv oh vlohqfh hvw vrxyhqw g'ru","Op guudcy hhk x'dgxyqi dulh cy vxcyqrv yvi jixkvhw s'fl","ah fYdcam rqd q'ncfrav qxfc tm cruimcx ivv nizqrit s'bg","55"
"1024","fr","Il n'est jamais trop tard pour bien faire ce qu'on remet","Il n'est jamais trop tard pour bien faire ce qu'on remet","Lo q'hvw mdpdlv wurs wdug srxu elhq idluh fh tx'rq uhphw","La e'yvi auppzm wgfj wpix sdll exvh ipzlh rv kx'de lhbvn","ce v'Tla ieohdh jzbg rhfb vtst qrhl itvjn uf qi'tr lwkqi","56"
"1025","fr","Tout ce qui brille n'est pas or ni tout sourire sincère","Tout ce qui brille n'est pas or ni tout sourire sincere","Wrxw fh txl eulooh q'hvw sdv ru ql wrxw vrxuluh vlqfhuh","Wdln ft hol qicoav h'hhk jdh fl qx kixi jixgzlh hzhftiy","wfpB ty gqm xetvqy i'zqq qnt fg vr vxnv rztdqrj qqjcpgv","55"
"1026","fr","La vérité sort de la bouche des enfants et des sages","La verite sort de la bouche des enfants et des sages","Od yhulwh vruw gh od erxfkh ghv hqidqwv hw ghv vdjhv","Op myuxky vdin gt cu edlwkt uyv tezdckm hi uyv hrahh","ch rYocan wfpi va dm bfpltc naj pmilofn cv qqa eiuqq","52"
"1027","fr","On n'attrape pas les mouches avec du vinaigre mais du miel","On n'attrape pas les mouches avec du vinaigre mais du miel","Rq q'dwwudsh sdv ohv prxfkhv dyhf gx ylqdljuh pdlv gx plho","Rc e'uwiiust guv avm pdlwktj uytt xx kzhdxxlh brcv sl gltc","am v'Ulabvap esd oii bfphtan zrpn cp qrjtrkfr mqud sp ittm","58"
"1028","fr","Les murs ont des oreilles et les nuits ont des yeux ouverts","Les murs ont des oreilles et les nuits ont des yeux ouverts","Ohv pxuv rqw ghv ruhloohv hw ohv qxlwv rqw ghv bhxa rxyhuwv","Otj gxgj iqi uyv diylacyv tk fhh eolij iqi uyv nvoa dlphgkm","dpd Yzvr zcv fxa civceptm gi nyq vqlvt zcv wxa yiih fdetoqn","59"
"1029","fr","Hâtez-vous lentement et sans perdre courage pour arriver","Hatez-vous lentement et sans perdre courage pour arriver","Kdwhc-yrxv ohqwhphqw hw vdqv shuguh frxudjh srxu duulyhu","Kpkyc-kfov avhwtdyqi vn vpem stixut tixgrah efou pillkvl","chnNn-ymgq epiicbfwv hx ioil rppsvv apedlru yqgt hnavtti","56"
"1030","fr","La raison du plus fort est toujours la meilleure, hélas","La raison du plus fort est toujours la meilleure, helas","Od udlvrq gx soxv iruw hvw wrxmrxuv od phloohxuh, khodv","Op iulhfh gj gfxh wiui vmw ifomdllv ar ghxcfhjiy, ktcuv","ah qYvqtg gz qddv rbov vai ybgtfeot di ugrzqmcqv, apnmi","55"
